"","id","rrow","cluster","y","x","wfac","bfac","wfac3","wfac3 more"
"606",606,606,41,13,10,0,0,2,"B"
"607",607,607,41,14,9,1,0,2,"B"
"608",608,608,41,14,10,0,0,1,"A"
"609",609,609,41,14,10,1,0,2,"B"
"610",610,610,41,12,10,1,0,1,"A"
"611",611,611,41,14,9,1,0,1,"A"
"612",612,612,42,12,10,1,0,2,"B"
"613",613,613,42,10,10,1,0,2,"B"
"614",614,614,42,10,10,1,0,1,"A"
"615",615,615,42,9,10,1,0,1,"A"
"616",616,616,42,9,10,0,0,3,"C"
"617",617,617,42,10,10,0,0,1,"A"
"618",618,618,42,12,9,0,0,3,"C"
"619",619,619,42,9,11,1,0,3,"C"
"620",620,620,42,9,11,1,0,1,"A"
"621",621,621,42,8,11,1,0,2,"B"
"622",622,622,42,9,11,1,0,3,"C"
"623",623,623,42,8,11,0,0,1,"A"
"624",624,624,42,12,9,0,0,1,"A"
"625",625,625,42,11,10,0,0,2,"B"
"626",626,626,42,8,10,0,0,3,"C"
"627",627,627,42,8,11,0,0,1,"A"
"628",628,628,42,12,9,1,0,1,"A"
"629",629,629,43,18,10,1,0,1,"A"
"630",630,630,43,15,8,0,0,2,"B"
"631",631,631,43,18,9,0,0,3,"C"
"632",632,632,43,19,10,0,0,3,"C"
"633",633,633,43,20,10,1,0,3,"C"
"634",634,634,43,18,9,1,0,2,"B"
"635",635,635,43,17,9,0,0,3,"C"
"636",636,636,43,17,10,1,0,2,"B"
"637",637,637,43,25,12,1,0,2,"B"
"638",638,638,43,23,12,0,0,1,"A"
"639",639,639,43,17,9,1,0,2,"B"
"640",640,640,43,23,11,0,0,2,"B"
"641",641,641,43,20,10,0,0,2,"B"
"642",642,642,43,17,9,0,0,3,"C"
"643",643,643,43,18,9,1,0,3,"C"
"644",644,644,43,22,11,1,0,1,"A"
"645",645,645,43,19,10,1,0,1,"A"
"646",646,646,43,18,10,1,0,2,"B"
"647",647,647,44,9,10,0,1,1,"A"
"648",648,648,44,21,8,1,1,3,"C"
"649",649,649,44,20,9,1,1,2,"B"
"650",650,650,44,16,9,0,1,3,"C"
"651",651,651,44,14,9,0,1,2,"B"
"652",652,652,44,13,11,1,1,1,"A"
"653",653,653,44,11,10,0,1,2,"B"
"654",654,654,44,16,9,0,1,3,"C"
"655",655,655,44,10,11,0,1,3,"C"
"656",656,656,44,17,10,1,1,3,"C"
"657",657,657,44,12,10,0,1,2,"B"
"658",658,658,44,13,11,1,1,1,"A"
"659",659,659,44,9,10,0,1,3,"C"
"660",660,660,44,11,11,0,1,1,"A"
"661",661,661,44,20,9,1,1,3,"C"
"662",662,662,45,9,9,0,1,1,"A"
"663",663,663,45,16,10,1,1,1,"A"
"664",664,664,45,12,10,0,1,3,"C"
"665",665,665,45,9,9,0,1,2,"B"
"666",666,666,45,17,10,1,1,1,"A"
"667",667,667,45,15,9,1,1,3,"C"
"668",668,668,45,15,10,1,1,2,"B"
"669",669,669,45,16,10,1,1,2,"B"
"670",670,670,45,13,10,1,1,2,"B"
"671",671,671,45,17,10,1,1,1,"A"
"672",672,672,45,16,10,1,1,3,"C"
"673",673,673,45,13,10,1,1,2,"B"
