subj,y,cond,timebin
13,35.5360587451482,2,5.1
13,35.8911684430527,2,5.2
13,35.8280498421601,2,5.3
13,35.942750766017,2,5.4
13,36.0188896729743,2,5.5
13,36.123929135864,2,5.6
13,35.8494833771788,2,5.7
13,36.057005023175,2,5.8
13,36.1163926220228,2,5.9
13,36.3586139674924,2,6
13,35.9658574310357,2,6.1
13,35.7682100505176,2,6.2
13,35.7779881648032,2,6.3
13,36.3116786952742,2,6.4
13,36.0016469872238,2,6.5
13,36.0950797890377,2,6.6
13,35.7480464485233,2,6.7
13,36.2073208707278,2,6.8
13,36.2705836673395,2,6.9
13,35.9146447559777,2,7
14,36.1623028518726,1,0.1
14,35.9614836836702,1,0.2
14,36.4491728893929,1,0.3
14,36.166703428284,1,0.4
14,36.2684816053002,1,0.5
14,36.5406636350395,1,0.6
14,36.3594037816523,1,0.7
14,35.9499906845089,1,0.8
14,36.4307234477292,1,0.9
14,35.8816458369489,1,1
14,36.2556116743934,1,1.1
14,36.215742410608,1,1.2
14,36.1013787020091,1,1.3
14,35.8158889160176,1,1.4
14,35.9685561528005,1,1.5
14,36.2669805832854,1,1.6
14,35.9992768867428,1,1.7
14,35.9924260348705,1,1.8
14,36.5615979946245,1,1.9
14,36.2799736462047,1,2
14,36.0987102487709,1,2.1
14,35.8570707923672,1,2.2
14,35.6656029002108,1,2.3
14,35.9522070105035,1,2.4
14,36.3469331552657,1,2.5
14,35.7513915620083,1,2.6
14,36.1598005512749,1,2.7
14,35.7301679925512,1,2.8
14,36.129359897785,1,2.9
14,35.9221565915431,1,3
14,35.8392802009786,1,3.1
14,35.7111862102182,1,3.2
14,35.646129196835,1,3.3
14,35.6955066730388,1,3.4
14,35.7779701593044,1,3.5
14,35.8680361996469,1,3.6
14,35.6806625272322,1,3.7
14,35.5844227531227,1,3.8
14,35.9316614589242,1,3.9
14,35.8430338335977,1,4
14,35.8648619452961,1,4.1
14,36.2036839289132,1,4.2
14,35.6305228787523,1,4.3
14,35.860640230224,1,4.4
14,35.8561915872359,1,4.5
14,35.6837309516904,1,4.6
14,35.5873736318554,1,4.7
14,35.9996231999608,1,4.8
14,36.1544715090312,1,4.9
14,35.4065400260947,1,5
14,35.8052463254924,1,5.1
14,35.8711837333093,1,5.2
14,35.5596737507188,1,5.3
14,36.1402354862272,1,5.4
14,36.1078450173875,1,5.5
14,35.9630480310783,1,5.6
14,35.7586331843002,1,5.7
14,35.9205429389295,1,5.8
14,35.8054480075462,1,5.9
14,36.0502097868462,1,6
14,35.9319360909015,1,6.1
14,35.8316612888745,1,6.2
14,35.7507944296366,1,6.3
14,35.8684985014083,1,6.4
14,35.3663967857332,1,6.5
14,35.5431006271486,1,6.6
14,36.0098261802382,1,6.7
14,35.4996240519675,1,6.8
14,35.1696756805622,1,6.9
14,35.7787261589403,1,7
15,36.3000750184876,1,0.1
15,36.0544073675819,1,0.2
15,35.9398741660459,1,0.3
15,36.4120123171004,1,0.4
15,36.441388582336,1,0.5
15,36.3643232520622,1,0.6
15,36.5012639576566,1,0.7
15,36.7208175669747,1,0.8
15,36.4543641297937,1,0.9
15,36.5180416669243,1,1
15,36.0703835131726,1,1.1
15,35.978198855054,1,1.2
15,35.9839680736592,1,1.3
15,36.2155856571966,1,1.4
15,36.3456739494615,1,1.5
15,36.1516959041579,1,1.6
15,35.6597887005478,1,1.7
15,35.7979678596389,1,1.8
15,36.2910103056908,1,1.9
15,36.3194861847338,1,2
15,36.2148540914883,1,2.1
15,36.2043070044227,1,2.2
15,36.1749674749685,1,2.3
15,35.9825109270555,1,2.4
15,35.9198524977284,1,2.5
15,35.9737255609767,1,2.6
15,36.2436963612167,1,2.7
15,36.3213947507768,1,2.8
15,35.6508859150071,1,2.9
15,35.7804249298618,1,3
15,36.0734085385585,1,3.1
15,35.6792693974345,1,3.2
15,35.7936419477325,1,3.3
15,36.3513690324112,1,3.4
15,35.7365404861207,1,3.5
15,35.7042625312621,1,3.6
15,35.9515915504226,1,3.7
15,35.6240866638535,1,3.8
15,36.0136228021189,1,3.9
15,35.9171414628564,1,4
15,35.6149805664046,1,4.1
15,36.1116102697905,1,4.2
15,35.8976580990088,1,4.3
15,35.8944345612153,1,4.4
15,35.8843088828513,1,4.5
15,36.0089444133985,1,4.6
15,35.7820727655764,1,4.7
15,36.0586471969386,1,4.8
15,36.0279021148804,1,4.9
15,35.9475110972596,1,5
15,36.0294506015532,1,5.1
15,36.2469078550091,1,5.2
15,36.0333857749098,1,5.3
15,35.6259222920181,1,5.4
15,35.7245833597775,1,5.5
15,35.8672527824577,1,5.6
15,36.0286720032008,1,5.7
15,35.261680761669,1,5.8
15,35.7457969948651,1,5.9
15,35.2377055935906,1,6
15,35.7499396024823,1,6.1
15,35.8180441964946,1,6.2
15,35.674469093064,1,6.3
15,35.7664203267633,1,6.4
15,36.0485272940003,1,6.5
15,35.8773004792078,1,6.6
15,35.6007825104402,1,6.7
15,35.9224033038018,1,6.8
15,35.8734736438242,1,6.9
15,35.360613327753,1,7
16,36.255360601044,2,0.1
16,36.497625743361,2,0.2
16,36.2756525486014,2,0.3
16,36.1442445194551,2,0.4
16,36.7378521078173,2,0.5
16,36.2635547782634,2,0.6
16,36.4769751410062,2,0.7
16,36.3386596172749,2,0.8
16,36.3871913378483,2,0.9
16,35.864058546569,2,1
16,36.3402143591081,2,1.1
16,36.4497260798311,2,1.2
16,36.1577515210638,2,1.3
16,35.9042009879096,2,1.4
16,36.0941981056244,2,1.5
16,36.3714502407931,2,1.6
16,36.0534699107837,2,1.7
16,35.9101366808246,2,1.8
16,35.7943372451729,2,1.9
16,35.8317698478388,2,2
16,36.3460430166199,2,2.1
16,36.4991706855198,2,2.2
16,35.6191512374033,2,2.3
16,36.3241233469216,2,2.4
16,35.6233147080383,2,2.5
16,35.7587513034177,2,2.6
16,36.3455495589262,2,2.7
16,36.036173874944,2,2.8
16,36.2423168558858,2,2.9
16,36.3749252854803,2,3
16,36.1899773410908,2,3.1
16,36.1272147905789,2,3.2
16,36.4711382575214,2,3.3
16,36.2942467057708,2,3.4
16,36.1239651246242,2,3.5
16,36.5210903388874,2,3.6
16,36.1034933904385,2,3.7
16,36.2416483389547,2,3.8
16,36.128653405652,2,3.9
16,36.0047818197667,2,4
16,35.9890134274751,2,4.1
16,35.9163156087805,2,4.2
16,35.8307319539862,2,4.3
16,35.8756646743776,2,4.4
16,36.2679969735686,2,4.5
16,35.9581715949599,2,4.6
16,35.8734677633273,2,4.7
16,35.8414052407018,2,4.8
16,36.2324852149585,2,4.9
16,36.145450167029,2,5
16,36.3639867713196,2,5.1
16,35.8024512728551,2,5.2
16,35.9438474767746,2,5.3
16,35.8979933654609,2,5.4
16,35.6182071312344,2,5.5
16,35.7733808717572,2,5.6
16,36.0132249136125,2,5.7
16,36.1027286811902,2,5.8
16,35.6392315005949,2,5.9
16,36.3292583504005,2,6
16,35.9048177595702,2,6.1
16,35.9933672398987,2,6.2
16,36.0202234467857,2,6.3
16,35.6935408460921,2,6.4
16,36.2930800665427,2,6.5
16,35.928283274368,2,6.6
16,35.8005202378885,2,6.7
16,35.9289333042015,2,6.8
16,36.1895935008271,2,6.9
16,36.3281843089546,2,7
17,36.2710064059119,1,0.1
17,36.3528415883252,1,0.2
17,36.093096677276,1,0.3
17,36.1796803013757,1,0.4
17,36.5973634369645,1,0.5
17,36.2189956698884,1,0.6
17,35.9485136135315,1,0.7
17,36.2381047235166,1,0.8
17,36.2714476042809,1,0.9
17,35.8981527125091,1,1
17,36.0948764477228,1,1.1
17,36.1573063481712,1,1.2
17,36.0918565080818,1,1.3
17,36.0679686368245,1,1.4
17,35.8718773494438,1,1.5
17,35.9799632326211,1,1.6
17,36.0510862044862,1,1.7
17,35.5851828970937,1,1.8
17,35.8271678938083,1,1.9
17,35.8713309672345,1,2
17,35.9826597929464,1,2.1
17,35.5502092482754,1,2.2
17,35.7059442671567,1,2.3
17,35.906242359702,1,2.4
17,36.0941328985039,1,2.5
17,35.8697427590887,1,2.6
17,35.6747723501225,1,2.7
17,35.5519072523386,1,2.8
17,35.9560742002456,1,2.9
17,35.9574146688501,1,3
17,35.7142838502576,1,3.1
17,35.6825007024041,1,3.2
17,35.474487610307,1,3.3
17,35.7161255202838,1,3.4
17,35.5560323027137,1,3.5
17,35.7086346221042,1,3.6
17,35.8370495816912,1,3.7
17,35.5535083359887,1,3.8
17,35.6020828930673,1,3.9
17,35.4362879842125,1,4
17,35.7557414588643,1,4.1
17,35.460987440837,1,4.2
17,35.365281444727,1,4.3
17,35.1038630038578,1,4.4
17,35.6173230852589,1,4.5
17,35.724384966561,1,4.6
17,35.4445841940218,1,4.7
17,35.5005611489164,1,4.8
17,35.9226596533475,1,4.9
17,35.4579930579289,1,5
17,35.4374144407266,1,5.1
17,35.7213115479143,1,5.2
17,35.5084591859777,1,5.3
17,35.6517589644226,1,5.4
17,35.5818102783846,1,5.5
17,35.3344539959199,1,5.6
17,35.5616673810543,1,5.7
17,35.0264549779385,1,5.8
17,35.4336790736562,1,5.9
17,35.2366669437471,1,6
17,35.5476520674607,1,6.1
17,35.279961621939,1,6.2
17,35.2936306226518,1,6.3
17,35.6274961705094,1,6.4
17,35.4017058854471,1,6.5
17,35.7649666132187,1,6.6
17,35.3222763328222,1,6.7
17,35.6490465301507,1,6.8
17,35.5414879744985,1,6.9
17,35.2024706417433,1,7
18,36.528469476023,1,0.1
18,36.0739664118867,1,0.2
18,36.1301388925618,1,0.3
18,36.4190004684304,1,0.4
18,36.101407438158,1,0.5
18,36.3998345837174,1,0.6
18,35.8235237755626,1,0.7
18,35.9987668940771,1,0.8
18,36.5020673985018,1,0.9
18,36.0429613053499,1,1
18,36.1949884977224,1,1.1
18,36.1666198798245,1,1.2
18,36.4108047944603,1,1.3
18,36.4274139656159,1,1.4
18,35.9826516319994,1,1.5
18,36.035970021605,1,1.6
18,36.3151371565617,1,1.7
18,36.378582632372,1,1.8
18,36.1947815000082,1,1.9
18,35.9996980078438,1,2
18,35.9406655376297,1,2.1
18,35.6664007784391,1,2.2
18,35.9084393535752,1,2.3
18,35.90593729677,1,2.4
18,36.0805586381792,1,2.5
18,35.8347524815535,1,2.6
18,36.1457904302792,1,2.7
18,36.2429090943964,1,2.8
18,35.3716028384566,1,2.9
18,35.9568413724765,1,3
18,35.9467212568628,1,3.1
18,36.2454408613894,1,3.2
18,36.0686098814201,1,3.3
18,36.2874643251598,1,3.4
18,36.0447591995771,1,3.5
18,36.0991746620634,1,3.6
18,36.154640654257,1,3.7
18,35.6056397871186,1,3.8
18,35.6895408717893,1,3.9
18,36.1533741831636,1,4
18,35.4328620594513,1,4.1
18,35.6769328925306,1,4.2
18,36.2149957442228,1,4.3
18,35.8380998215045,1,4.4
18,35.9614836081237,1,4.5
18,35.8139440629134,1,4.6
18,35.4145161004364,1,4.7
18,36.1571278095882,1,4.8
18,35.9693030295733,1,4.9
18,36.1446350258687,1,5
18,35.8156768915874,1,5.1
18,35.6747949565635,1,5.2
18,35.6659855052614,1,5.3
18,35.8305747102419,1,5.4
18,35.7929599544699,1,5.5
18,35.5537033551936,1,5.6
18,36.245949737936,1,5.7
18,35.6378032999503,1,5.8
18,35.893762409569,1,5.9
18,35.9313867291423,1,6
18,35.8140273574279,1,6.1
18,35.9178626366809,1,6.2
18,36.1903145790894,1,6.3
18,35.9321480413354,1,6.4
18,35.9451907586026,1,6.5
18,35.6711059069658,1,6.6
18,35.6135802407137,1,6.7
18,36.1390126408421,1,6.8
18,35.9438503688563,1,6.9
18,36.2216865345038,1,7
19,36.4034016496927,1,0.1
19,36.1378596049954,1,0.2
19,36.3718870118393,1,0.3
19,36.339886250189,1,0.4
19,36.4513120835107,1,0.5
19,36.3752802960153,1,0.6
19,35.9321804150749,1,0.7
19,36.0360921254514,1,0.8
19,36.2611921564408,1,0.9
19,36.2593149199881,1,1
19,36.1746737800558,1,1.1
19,36.0241248082744,1,1.2
19,36.2808289199714,1,1.3
19,36.1398970980981,1,1.4
19,35.5147250133802,1,1.5
19,36.0667811739158,1,1.6
19,35.9272252960302,1,1.7
19,36.3858908530993,1,1.8
19,35.9953565373817,1,1.9
19,35.8355631159123,1,2
19,35.9136695376746,1,2.1
19,36.1339878089433,1,2.2
19,35.8547418467308,1,2.3
19,35.7696302136158,1,2.4
19,36.1104226069218,1,2.5
19,35.7901076779255,1,2.6
19,35.8045903572853,1,2.7
19,36.0230298977605,1,2.8
19,36.1495939308637,1,2.9
19,35.6591988119555,1,3
19,35.7394138275001,1,3.1
19,35.9841327629135,1,3.2
19,36.3106202731286,1,3.3
19,35.5250944813348,1,3.4
19,35.6932427322082,1,3.5
19,35.3415434591699,1,3.6
19,35.6198993929136,1,3.7
19,36.1411946180835,1,3.8
19,35.6368698300069,1,3.9
19,35.9368329432327,1,4
19,35.8856979586539,1,4.1
19,35.7935884175495,1,4.2
19,36.1718724418258,1,4.3
19,35.6872581380047,1,4.4
19,35.820883301399,1,4.5
19,35.7884105463058,1,4.6
19,35.4701741639598,1,4.7
19,35.5574208583911,1,4.8
19,35.6999643346013,1,4.9
19,36.1464365512843,1,5
19,36.0527545327872,1,5.1
19,35.5188407970542,1,5.2
19,35.5760792047699,1,5.3
19,35.5434977735026,1,5.4
19,35.4748426165377,1,5.5
19,35.4729173045436,1,5.6
19,35.7319488823686,1,5.7
19,35.5719622309107,1,5.8
19,35.4785443076218,1,5.9
19,35.4299115271756,1,6
19,35.9616569199324,1,6.1
19,35.4115447992649,1,6.2
19,35.4084759481047,1,6.3
19,35.3642541000061,1,6.4
19,35.1979846435551,1,6.5
19,35.6621899656413,1,6.6
19,35.678257204867,1,6.7
19,35.5591273283384,1,6.8
19,35.6691874710457,1,6.9
19,35.2519977625569,1,7
20,36.4061694890555,2,0.1
20,36.6879735104199,2,0.2
20,36.087624882903,2,0.3
20,36.5381788918977,2,0.4
20,36.2922426556646,2,0.5
20,36.5498875324423,2,0.6
20,36.1162727461796,2,0.7
20,36.2426070826254,2,0.8
20,36.0899829755606,2,0.9
20,36.5307880704838,2,1
20,36.2739800653991,2,1.1
20,36.5339381599387,2,1.2
20,36.4024585847465,2,1.3
20,36.317063052209,2,1.4
20,36.1935811715358,2,1.5
20,36.578375139136,2,1.6
20,36.3009454172269,2,1.7
20,36.4802977551788,2,1.8
20,36.365862221469,2,1.9
20,36.3611211691769,2,2
20,35.9673670109394,2,2.1
20,35.8352452349035,2,2.2
20,36.307214558317,2,2.3
20,36.1891536358689,2,2.4
20,35.9301119562421,2,2.5
20,36.0035533428573,2,2.6
20,36.0752771558455,2,2.7
20,36.2837851200234,2,2.8
20,36.0373120650448,2,2.9
20,36.3029231651291,2,3
20,36.0400316197922,2,3.1
20,36.1018510585426,2,3.2
20,36.4378438148633,2,3.3
20,36.5783925364515,2,3.4
20,36.1530542636704,2,3.5
20,36.1132607530386,2,3.6
20,36.1512265988987,2,3.7
20,36.2606611496375,2,3.8
20,36.1862026203333,2,3.9
20,35.7896782529892,2,4
20,36.1464391609141,2,4.1
20,36.1016145860376,2,4.2
20,36.1077515034099,2,4.3
20,35.7363005064768,2,4.4
20,35.5668466145344,2,4.5
20,35.992466419369,2,4.6
20,35.8736106621526,2,4.7
20,36.4279432225508,2,4.8
20,35.8820730919479,2,4.9
20,36.2798989802265,2,5
20,36.3292225973037,2,5.1
20,35.997007484466,2,5.2
20,36.4406794873561,2,5.3
20,35.821569999751,2,5.4
20,35.7806584818412,2,5.5
20,35.9874296875035,2,5.6
20,36.4328533829428,2,5.7
20,36.1797880476722,2,5.8
20,35.9473237515531,2,5.9
20,36.1214889793384,2,6
20,35.8728387481901,2,6.1
20,36.5442526897313,2,6.2
20,36.1458358800229,2,6.3
20,36.3861010637092,2,6.4
20,35.5392354189779,2,6.5
20,35.8153346836415,2,6.6
20,35.9615680436202,2,6.7
20,35.9014129897247,2,6.8
20,35.7228639500831,2,6.9
20,35.9023273124137,2,7
21,36.3073544944327,1,0.1
21,36.0182076521643,1,0.2
21,36.387332098133,1,0.3
21,36.4723952361942,1,0.4
21,36.2738774601718,1,0.5
21,36.1933024785065,1,0.6
21,36.4440335158885,1,0.7
21,36.4118048444656,1,0.8
21,36.0214888972566,1,0.9
21,36.3019502771794,1,1
21,35.8400505703817,1,1.1
21,36.1374002164811,1,1.2
21,36.1252224899693,1,1.3
21,36.1203835628115,1,1.4
21,36.4023702590803,1,1.5
21,36.3247569223005,1,1.6
21,35.9295223482221,1,1.7
21,36.0806635756202,1,1.8
21,36.6131351748864,1,1.9
21,36.2808549747445,1,2
21,35.9131586282808,1,2.1
21,35.9287625984215,1,2.2
21,35.712668324431,1,2.3
21,36.0817215429715,1,2.4
21,35.8397367705687,1,2.5
21,36.303095286712,1,2.6
21,35.760462608268,1,2.7
21,35.8269400078578,1,2.8
21,35.8848972105591,1,2.9
21,35.7436948962719,1,3
21,35.8890701320976,1,3.1
21,35.7959598558196,1,3.2
21,35.9858210093743,1,3.3
21,35.9900525762518,1,3.4
21,35.7849864652632,1,3.5
21,35.8228172774899,1,3.6
21,35.7514734515613,1,3.7
21,35.7910197158093,1,3.8
21,35.7408143730597,1,3.9
21,35.771455482362,1,4
21,35.989356726971,1,4.1
21,35.8663270146899,1,4.2
21,36.0484293153667,1,4.3
21,35.6825146711202,1,4.4
21,36.0159781597227,1,4.5
21,36.1353541840746,1,4.6
21,35.8499088196015,1,4.7
21,35.970160512359,1,4.8
21,35.7969248858734,1,4.9
21,36.2673165510708,1,5
21,36.2233641570171,1,5.1
21,35.7656539050051,1,5.2
21,35.9278126060555,1,5.3
21,36.0821808428724,1,5.4
21,35.6799145856221,1,5.5
21,36.1180491015264,1,5.6
21,35.9732126846032,1,5.7
21,35.9397873866091,1,5.8
21,35.7337959434691,1,5.9
21,35.8195789744876,1,6
21,36.2478427443314,1,6.1
21,36.0514861022507,1,6.2
21,36.1375994310759,1,6.3
21,36.3181983079779,1,6.4
21,35.7821982249275,1,6.5
21,35.9541813317268,1,6.6
21,36.1752169952936,1,6.7
21,35.4585821937559,1,6.8
21,35.6995441938922,1,6.9
21,35.941189456128,1,7
22,36.0501705401742,1,0.1
22,36.5583179946745,1,0.2
22,36.1305331391683,1,0.3
22,36.4357510679937,1,0.4
22,36.1246578265703,1,0.5
22,35.9721786249925,1,0.6
22,36.057063016059,1,0.7
22,36.0502394550573,1,0.8
22,36.0918706922132,1,0.9
22,36.2377570860296,1,1
22,36.1697654588775,1,1.1
22,35.7926160254039,1,1.2
22,35.6494166123597,1,1.3
22,36.1774680766627,1,1.4
22,35.6740253525663,1,1.5
22,36.0577177459236,1,1.6
22,36.642125155972,1,1.7
22,35.9870460181909,1,1.8
22,35.923794751157,1,1.9
22,36.3620889160908,1,2
22,36.3722654871997,1,2.1
22,35.6779969974982,1,2.2
22,36.0524389805771,1,2.3
22,36.4110106284079,1,2.4
22,35.9527877243526,1,2.5
22,35.646199505842,1,2.6
22,35.7949550432206,1,2.7
22,35.440934399664,1,2.8
22,35.7896475551126,1,2.9
22,35.7868031099781,1,3
22,35.7251088272085,1,3.1
22,35.9623998431426,1,3.2
22,35.8450872255638,1,3.3
22,35.4639364662703,1,3.4
22,36.1489084821571,1,3.5
22,35.6167725611421,1,3.6
22,35.6079357959415,1,3.7
22,35.9626253152685,1,3.8
22,35.729684585226,1,3.9
22,35.4469089949564,1,4
22,35.5581601741774,1,4.1
22,35.554664849339,1,4.2
22,35.5910910776747,1,4.3
22,35.715265459558,1,4.4
22,35.6432565968363,1,4.5
22,35.981060826582,1,4.6
22,35.6511931285811,1,4.7
22,35.5330796660316,1,4.8
22,35.4800629113253,1,4.9
22,35.3799901067249,1,5
22,36.0574345013399,1,5.1
22,35.7062499781848,1,5.2
22,35.8769650223536,1,5.3
22,35.9328868131058,1,5.4
22,35.6115454222472,1,5.5
22,35.4396702224577,1,5.6
22,35.9628598771735,1,5.7
22,35.479020052837,1,5.8
22,35.7073663477696,1,5.9
22,35.9693858308633,1,6
22,35.7291735284782,1,6.1
22,35.6851985470326,1,6.2
22,35.7374266949944,1,6.3
22,35.7642668351906,1,6.4
22,35.5501671202246,1,6.5
22,35.7888560254758,1,6.6
22,35.7968080120366,1,6.7
22,35.9904554326682,1,6.8
22,35.4598655109084,1,6.9
22,35.6861184314359,1,7
23,36.4466655847727,2,0.1
23,35.9677440852876,2,0.2
23,36.2164150619933,2,0.3
23,36.5595301300488,2,0.4
23,36.1064192775421,2,0.5
23,36.0031088954528,2,0.6
23,36.3120958292716,2,0.7
23,36.3822393915664,2,0.8
23,36.5321918357334,2,0.9
23,36.0010720079307,2,1
23,36.3938776045167,2,1.1
23,36.0823857144678,2,1.2
23,36.3092182434098,2,1.3
23,36.671654785075,2,1.4
23,36.326851532131,2,1.5
23,36.2565782095603,2,1.6
23,36.2345747030024,2,1.7
23,36.1525978695976,2,1.8
23,36.3728009415975,2,1.9
23,36.2846356345482,2,2
23,36.1352076749964,2,2.1
23,36.3247627465899,2,2.2
23,35.7364386249244,2,2.3
23,36.2540107510051,2,2.4
23,35.9886994879407,2,2.5
23,36.4899137376663,2,2.6
23,36.2543587546022,2,2.7
23,36.1856695786769,2,2.8
23,36.1830765588278,2,2.9
23,36.0703970448111,2,3
23,36.1184009493204,2,3.1
23,36.4505839403876,2,3.2
23,36.2632296196693,2,3.3
23,35.9666253475442,2,3.4
23,36.0492817423439,2,3.5
23,36.2095441216909,2,3.6
23,36.506885946893,2,3.7
23,36.091908353984,2,3.8
23,36.2628224690077,2,3.9
23,36.0407890956518,2,4
23,35.8304352205156,2,4.1
23,36.0556553999793,2,4.2
23,36.2017127918654,2,4.3
23,36.2990936985027,2,4.4
23,36.1066110183622,2,4.5
23,36.7086055990914,2,4.6
23,35.934225673502,2,4.7
23,35.7073446463664,2,4.8
23,36.0828391176637,2,4.9
23,36.4245664597863,2,5
23,35.9472162514234,2,5.1
23,36.3271172785355,2,5.2
23,35.7274144704545,2,5.3
23,35.8321251752969,2,5.4
23,35.9978262966485,2,5.5
23,36.1448608539603,2,5.6
23,36.1840033702287,2,5.7
23,36.0803636204787,2,5.8
23,36.2323264553404,2,5.9
23,36.1713233681581,2,6
23,35.9725019293663,2,6.1
23,35.9517538746934,2,6.2
23,35.8912987531255,2,6.3
23,36.1076632818983,2,6.4
23,36.166495314071,2,6.5
23,36.3064797129632,2,6.6
23,36.1630569638124,2,6.7
23,36.0905080319725,2,6.8
23,36.0305441215397,2,6.9
23,36.1256448132678,2,7
24,36.3825556949141,1,0.1
24,36.5526476814123,1,0.2
24,36.5376965750996,1,0.3
24,36.619188746412,1,0.4
24,36.3169557352398,1,0.5
24,36.124183862229,1,0.6
24,36.0927399036766,1,0.7
24,36.2958682962575,1,0.8
24,35.8836252773567,1,0.9
24,36.2811451273913,1,1
24,36.0280158889041,1,1.1
24,36.5252920905396,1,1.2
24,36.3745308372189,1,1.3
24,36.2481503168846,1,1.4
24,36.3134321535893,1,1.5
24,36.0561920950388,1,1.6
24,35.7753763284725,1,1.7
24,36.0862564446166,1,1.8
24,36.0588433296433,1,1.9
24,36.0855023633853,1,2
24,35.6747518764032,1,2.1
24,35.9278473360661,1,2.2
24,35.8603440405547,1,2.3
24,35.9753612414099,1,2.4
24,36.2832254993061,1,2.5
24,35.6166323301387,1,2.6
24,35.5462880153634,1,2.7
24,35.9583434483489,1,2.8
24,36.0664580177542,1,2.9
24,36.3653811788094,1,3
24,36.312511953425,1,3.1
24,36.174673430575,1,3.2
24,35.6411671384811,1,3.3
24,36.0661357754556,1,3.4
24,35.9035844866129,1,3.5
24,36.1426929748702,1,3.6
24,35.6174947350888,1,3.7
24,36.1578675239177,1,3.8
24,36.1035798448057,1,3.9
24,35.7218533550736,1,4
24,36.2397468462764,1,4.1
24,35.6387741459771,1,4.2
24,35.9566323141517,1,4.3
24,35.691749676249,1,4.4
24,35.6020770748408,1,4.5
24,35.4709606667322,1,4.6
24,35.9273622611859,1,4.7
24,35.7322038892566,1,4.8
24,35.5787112317028,1,4.9
24,35.5365293401854,1,5
24,35.9071115915657,1,5.1
24,35.9404082776707,1,5.2
24,35.4277533293211,1,5.3
24,35.9325540676139,1,5.4
24,35.9505481688362,1,5.5
24,35.8200979836387,1,5.6
24,35.8253386285868,1,5.7
24,35.8492165843579,1,5.8
24,35.9552418694271,1,5.9
24,35.7720357004209,1,6
24,35.7528364724523,1,6.1
24,35.8864285060861,1,6.2
24,35.2912257251238,1,6.3
24,35.9676312911217,1,6.4
24,35.4114106115813,1,6.5
24,35.8972348777857,1,6.6
24,35.4926101560106,1,6.7
24,35.3382242635911,1,6.8
24,35.7713908521884,1,6.9
24,35.7021606490423,1,7
25,36.1606585850576,2,0.1
25,36.197594585778,2,0.2
25,36.4538847359962,2,0.3
25,36.3334662512738,2,0.4
25,36.4228522773152,2,0.5
25,36.3542121121543,2,0.6
25,35.9855269724791,2,0.7
25,36.321981814141,2,0.8
25,36.1145930549932,2,0.9
25,36.3764585845529,2,1
25,36.2767595886675,2,1.1
25,36.1945572287494,2,1.2
25,36.0878495327564,2,1.3
25,36.4599914899313,2,1.4
25,36.3703255548371,2,1.5
25,36.1937251723465,2,1.6
25,36.1283424166507,2,1.7
25,36.2726491634364,2,1.8
25,36.2963886048912,2,1.9
25,36.2173966717495,2,2
25,36.1657190680924,2,2.1
25,36.3117836887842,2,2.2
25,36.3019287904811,2,2.3
25,36.489811350228,2,2.4
25,36.2122918853199,2,2.5
25,36.4266150334041,2,2.6
25,36.0823340420669,2,2.7
25,36.65156207004,2,2.8
25,36.4188988776809,2,2.9
25,36.7058756174629,2,3
25,36.0007752709238,2,3.1
25,36.0788349307491,2,3.2
25,35.9616738112762,2,3.3
25,36.8384639933336,2,3.4
25,36.5286547174154,2,3.5
25,36.6642582575641,2,3.6
25,36.6478593108137,2,3.7
25,36.2443182426963,2,3.8
25,36.5186452820543,2,3.9
25,36.3205258610542,2,4
25,36.030673006587,2,4.1
25,36.3507915843988,2,4.2
25,36.1043680569049,2,4.3
25,36.5266837074607,2,4.4
25,36.2857441538779,2,4.5
25,36.203806574228,2,4.6
25,35.9993086590526,2,4.7
25,36.7850466556462,2,4.8
25,36.2550228236555,2,4.9
25,36.1161782735329,2,5
25,36.5105512711159,2,5.1
25,36.4937924449717,2,5.2
25,36.167917260492,2,5.3
25,36.0482243884209,2,5.4
25,36.4016042916034,2,5.5
25,36.4282156225085,2,5.6
25,36.2024792238611,2,5.7
25,36.1682839758117,2,5.8
25,36.2816044469418,2,5.9
25,36.2434597019958,2,6
25,36.1783393561123,2,6.1
25,36.1478420979747,2,6.2
25,36.2953878657688,2,6.3
25,36.3559551894944,2,6.4
25,36.1742667842869,2,6.5
25,36.4216416168624,2,6.6
25,36.3674656146018,2,6.7
25,36.2391469170934,2,6.8
25,35.8968120221888,2,6.9
25,36.4643034369053,2,7
26,36.0383419809772,2,0.1
26,36.1733943300904,2,0.2
26,36.3225558659464,2,0.3
26,36.1878278781414,2,0.4
26,36.458666789823,2,0.5
26,36.4186269441795,2,0.6
26,36.2035298589031,2,0.7
26,36.1881279303339,2,0.8
26,36.5934454254031,2,0.9
26,36.5623834984542,2,1
26,36.3007212404951,2,1.1
26,36.4367741708152,2,1.2
26,35.7894973967825,2,1.3
26,36.192517270369,2,1.4
26,36.2442604977165,2,1.5
26,36.3521976269858,2,1.6
26,36.2494885392377,2,1.7
26,36.2398896445354,2,1.8
26,36.4214832948243,2,1.9
26,36.5407670931922,2,2
26,36.0684849564723,2,2.1
26,36.0446818007887,2,2.2
26,36.0955931887617,2,2.3
26,36.1948417273116,2,2.4
26,36.1144516058551,2,2.5
26,36.2535951152337,2,2.6
26,35.9115102141379,2,2.7
26,36.1942992248524,2,2.8
26,35.8630414491841,2,2.9
26,36.2985135949415,2,3
