"";"y";"x1";"x2";"i";"cluster"
"699";0;-0,447;-1,279;10;"10"
"700";0;-0,434;-0,552;10;"10"
"701";0;-0,912;-0,512;10;"10"
"702";1;0,285;0,63;10;"10"
"703";0;0,815;-1,207;10;"10"
"704";0;0,585;-0,266;10;"10"
"705";0;0,183;-0,526;10;"10"
"706";0;0,306;-0,543;10;"10"
"707";0;-0,088;-0,892;10;"10"
"708";0;1,365;-1,701;10;"10"
"709";0;-0,323;0,59;10;"10"
"710";0;0,406;-1,271;10;"10"
"711";1;2,697;0,35;10;"10"
"712";0;1,164;-0,539;10;"10"
"713";1;1,045;0,527;10;"10"
"714";0;1,594;-1,531;10;"10"
"715";1;1,45;0,438;10;"10"
"716";0;-0,354;-0,826;10;"10"
"717";0;-0,399;0,366;10;"10"
"718";0;1,303;1,335;10;"10"
"719";0;2,524;-0,112;10;"10"
"720";0;-0,343;0,205;10;"10"
"721";0;0,335;0,497;10;"10"
"722";0;0,229;0,878;10;"10"
"723";0;-0,115;0,444;10;"10"
"724";0;-0,514;1,495;10;"10"
"725";0;0,801;0,871;10;"10"
"726";0;-0,042;2,974;10;"10"
"727";0;1,6;-0,168;10;"10"
"728";0;-0,455;-0,79;10;"10"
"729";0;-0,472;0,025;10;"10"
"730";1;0,179;-0,869;10;"10"
"731";0;-0,322;-0,376;10;"10"
"732";0;0,248;-0,822;10;"10"
"733";0;1,93;-0,34;10;"10"
"734";0;-2,163;0,382;10;"10"
"735";1;1,889;1,188;10;"10"
"736";0;0,408;-0,579;10;"10"
"737";0;1,832;0,893;10;"10"
"738";0;-0,506;-0,467;10;"10"
"739";0;0,639;-1,051;10;"10"
"740";0;-0,992;0,313;10;"10"
"741";0;-0,096;1,941;10;"10"
"742";0;-0,728;-2,901;10;"10"
"743";0;-0,712;0,591;10;"10"
"744";0;1,314;-0,372;10;"10"
"745";1;1,225;0,444;10;"10"
"746";0;0,245;0,817;10;"10"
"747";0;-0,474;0,419;10;"10"
"748";0;0,525;0,24;10;"10"
"749";0;0,344;0,212;10;"10"
"750";0;1,175;-0,084;10;"10"
"751";0;0,228;1,44;10;"10"
"752";0;-0,541;-1,389;10;"10"
"753";0;0,014;0,008;10;"10"
"754";0;0,207;-1,675;10;"10"
"755";0;-1,62;0,366;10;"10"
"756";1;-1,804;-1,754;10;"10"
"757";0;0,494;-0,134;10;"10"
"758";1;-0,032;-0,454;11;"11"
"759";1;1,341;-1,778;11;"11"
"760";1;0,766;-1,411;11;"11"
"761";1;-0,173;-1,006;11;"11"
"762";1;1,357;-0,44;11;"11"
"763";0;-0,306;1,942;11;"11"
"764";0;0,073;1,029;11;"11"
"765";1;-0,859;-2,516;11;"11"
"766";0;-1,239;-0,901;11;"11"
"767";1;1,754;-2,158;11;"11"
"768";1;1,257;1,526;11;"11"
"769";0;-1,838;-0,407;11;"11"
"770";1;0,367;-0,547;11;"11"
"771";0;0,53;-0,026;11;"11"
"772";0;-1,226;0,963;11;"11"
"773";1;-1,386;-1,03;11;"11"
"774";1;1,422;-0,27;11;"11"
"775";0;0,6;-0,992;11;"11"
"776";1;1,61;0,848;11;"11"
"777";1;-0,3;-1,426;11;"11"
"778";1;-0,003;-0,46;11;"11"
"779";1;1,212;-1,3;11;"11"
"780";0;0,325;0,001;11;"11"
"781";0;-0,626;-0,007;11;"11"
"782";1;-2,396;-1,054;11;"11"
"783";0;-0,402;2,128;11;"11"
"784";1;0,234;-0,867;11;"11"
"785";1;-0,601;-1,058;11;"11"
"786";1;0,357;-1,213;11;"11"
"787";1;1,282;0,117;11;"11"
"788";1;0,857;-0,174;11;"11"
"789";0;-0,723;0,197;11;"11"
"790";1;1,701;-0,93;11;"11"
"791";0;-0,213;0,129;11;"11"
"792";1;-0,908;-0,73;11;"11"
"793";0;0,143;0,886;11;"11"
"794";1;-0,232;-0,575;11;"11"
"795";1;1,68;-0,117;11;"11"
"796";1;-1,326;-0,619;11;"11"
"797";0;0,686;-0,088;11;"11"
"798";0;-0,239;-0,115;11;"11"
"799";0;-0,929;1,02;11;"11"
"800";1;-0,294;-1,265;11;"11"
"801";0;0,299;-0,575;11;"11"
"802";1;-1,202;-0,535;11;"11"
"803";1;1,24;-0,376;11;"11"
"804";0;-1,457;-0,17;11;"11"
"805";0;-0,402;0,979;11;"11"
"806";0;-1,138;-0,091;11;"11"
"807";1;-1,149;-0,332;11;"11"
"808";0;1,334;1,081;11;"11"
"809";1;1,503;-0,203;11;"11"
"810";1;-0,372;-0,83;11;"11"
"811";1;-0,455;-0,567;11;"11"
"812";0;0,727;1,811;11;"11"
"813";0;-0,657;0,167;11;"11"
"814";1;-0,408;-0,422;11;"11"
"815";0;-1,266;-0,207;11;"11"
"816";0;-1,997;0,11;11;"11"
"817";0;0,979;0,561;11;"11"
"818";1;0,528;0,043;11;"11"
"819";1;0,484;-1,361;11;"11"
"820";1;-0,301;-1,95;12;"12"
"821";1;0,17;-0,02;12;"12"
"822";1;0,979;-1,093;12;"12"
"823";1;2,32;0,46;12;"12"
"824";0;-0,232;1,707;12;"12"
"825";1;0,763;-1,98;12;"12"
"826";1;2,607;0,603;12;"12"
"827";1;-1,098;-0,225;12;"12"
"828";1;1,992;-0,074;12;"12"
"829";1;-0,761;-0,654;12;"12"
"830";1;-0,284;0,059;12;"12"
"831";1;-0,855;-1,712;12;"12"
"832";1;0,743;-0,787;12;"12"
"833";1;-1,977;-0,392;12;"12"
"834";0;-0,391;2,249;12;"12"
"835";1;-0,674;-0,053;12;"12"
"836";1;-0,631;-0,397;12;"12"
"837";1;-1,091;1,775;12;"12"
"838";1;0,456;-0,502;12;"12"
"839";1;-0,003;-1,16;12;"12"
"840";1;0,121;-0,522;12;"12"
"841";0;-1,755;1,537;12;"12"
"842";1;0,046;0,007;12;"12"
"843";1;0,972;-1,2;12;"12"
"844";1;-1,207;-0,469;12;"12"
"845";1;0,705;1,036;12;"12"
"846";0;-1,229;1,16;12;"12"
"847";1;-0,442;-1,158;12;"12"
"848";1;-0,781;-0,055;12;"12"
"849";1;-1,345;-0,713;12;"12"
"850";1;0,905;0,716;12;"12"
"851";0;-1,162;1,194;12;"12"
"852";1;0,833;-0,011;12;"12"
"853";1;-0,344;-1,153;12;"12"
"854";1;0,824;-1,048;12;"12"
"855";0;-1,049;0,906;12;"12"
"856";1;-0,917;-1,083;12;"12"
"857";1;-0,17;-0,546;12;"12"
"858";1;0,024;-0,769;12;"12"
"859";0;-1,15;0,9;12;"12"
"860";1;0,345;0,044;12;"12"
"861";1;-1,688;0,194;12;"12"
"862";1;2,409;0,592;12;"12"
"863";1;-0,205;-2,079;12;"12"
"864";1;-0,413;-1,931;12;"12"
"865";1;0,18;0,825;12;"12"
"866";1;0,336;-1,379;12;"12"
"867";1;-0,934;0,516;12;"12"
"868";1;-0,325;0,259;12;"12"
"869";1;-0,074;0,535;12;"12"
"870";1;0,066;0,641;12;"12"
"871";1;0,902;1,505;12;"12"
"872";1;0,024;0,804;12;"12"
"873";1;-0,292;1,092;12;"12"
"874";1;0,623;1,039;12;"12"
"875";1;-0,085;-0,986;12;"12"
"876";1;-0,091;-1,842;12;"12"
"877";1;1,328;0,839;12;"12"
"878";1;0,378;0,78;12;"12"
"879";0;-1,017;1,986;12;"12"
"880";1;0,105;-0,03;12;"12"
"881";1;1,818;-0,677;12;"12"
"882";1;0,468;1,131;12;"12"
"883";0;-1,69;1,08;12;"12"
"884";1;1,553;-0,633;12;"12"
"885";1;-0,717;1,423;12;"12"
"886";1;-0,002;0,092;12;"12"
"887";1;-0,294;-0,188;12;"12"
"888";1;-0,761;-0,833;12;"12"
"889";1;0,232;0,117;12;"12"
"890";1;0,77;-0,65;12;"12"
"891";1;0,987;0,501;12;"12"
"892";1;1,298;0,782;12;"12"
"893";0;-1,021;1,47;12;"12"
"894";1;0,398;0,98;12;"12"
"895";1;1,635;0,14;12;"12"
"896";1;1,591;-0,735;12;"12"
"897";1;0,705;1,22;12;"12"
"898";1;1,036;1,054;12;"12"
"899";1;0,671;-0,462;12;"12"
"900";1;-0,574;0,253;12;"12"
"901";1;1,868;-1,938;12;"12"
"902";1;-0,123;-0,879;12;"12"
"903";1;0,152;-0,956;12;"12"
"904";0;0,568;-1,551;12;"12"
"905";1;-0,043;-1,352;12;"12"
"906";1;0,463;-1,37;12;"12"
"907";1;0,163;0,742;12;"12"
"908";1;1,133;0,707;12;"12"
"909";1;0,574;-0,746;12;"12"
"910";1;-1,68;-0,686;12;"12"
"911";0;-0,658;1,165;13;"13"
"912";0;0,229;0,001;13;"13"
"913";1;0,658;-0,26;13;"13"
"914";0;-0,467;0,288;13;"13"
"915";0;1,569;1,18;13;"13"
"916";0;0,373;0,285;13;"13"
"917";0;-2,124;0,06;13;"13"
"918";0;0,59;0,234;13;"13"
"919";1;-1,046;-1,125;13;"13"
"920";0;0,083;-0,418;13;"13"
"921";1;1,278;0,028;13;"13"
"922";0;-1,162;0,189;13;"13"
"923";1;-1,904;-0,51;13;"13"
"924";0;-1,445;0,908;13;"13"
"925";1;1,541;-0,338;13;"13"
"926";0;-1,659;-0,843;13;"13"
"927";0;-0,797;0,075;13;"13"
"928";1;1,997;1,6;13;"13"
"929";1;0,624;0,089;13;"13"
"930";0;-0,176;0,8;13;"13"
"931";0;-0,247;-1,155;13;"13"
"932";1;1,129;-1,23;13;"13"
"933";1;-0,022;-1,674;13;"13"
"934";0;-0,295;1,64;13;"13"
"935";0;0,994;-0,136;13;"13"
"936";1;-2,223;-1,605;13;"13"
"937";0;-1,956;1,076;13;"13"
"938";0;0,589;0,378;13;"13"
"939";1;-0,904;-0,534;13;"13"
"940";1;1,735;-1,253;13;"13"
"941";1;2,202;-1,304;13;"13"
"942";0;-1,098;-0,244;13;"13"
"943";0;-0,071;0,146;13;"13"
"944";0;1,297;0,771;13;"13"
"945";0;-0,975;-0,653;13;"13"
"946";0;1,389;-0,321;13;"13"
"947";0;-0,894;1,497;13;"13"
"948";0;-0,66;0,268;13;"13"
"949";0;-1,558;0,681;13;"13"
"950";0;-1,237;-0,198;13;"13"
"951";0;0,419;0,311;13;"13"
"952";1;-0,633;-0,617;13;"13"
"953";0;-0,623;1,484;13;"13"
"954";0;1,294;0,061;13;"13"
"955";1;-1,479;-2,183;13;"13"
"956";0;-0,274;1,677;13;"13"
"957";0;-1,146;0,703;13;"13"
"958";0;-0,243;-0,42;13;"13"
"959";1;-0,405;-0,791;13;"13"
"960";0;-0,817;0,082;13;"13"
"961";1;0,228;-0,274;13;"13"
"962";0;-0,088;-0,914;13;"13"
"963";0;-0,077;-0,442;13;"13"
"964";0;-0,824;-0,09;13;"13"
"965";0;-0,735;0,839;13;"13"
"966";0;-1,657;1,578;13;"13"
"967";1;-0,012;0,918;13;"13"
"968";0;-0,018;-0,116;13;"13"
"969";0;1,153;0,565;13;"13"
"970";0;-0,756;0,121;13;"13"
"971";0;-0,742;-0,702;13;"13"
"972";0;-1,764;-0,456;13;"13"
"973";1;0,798;-0,196;13;"13"
"974";1;-0,601;-0,771;13;"13"
"975";0;-0,226;0,661;13;"13"
"976";1;-0,034;-0,321;13;"13"
"977";0;-1,535;1,382;13;"13"
"978";1;1,013;-0,903;13;"13"
"979";0;-0,228;0,995;13;"13"
"980";0;-0,433;-1,226;13;"13"
"981";0;-1,873;-0,405;13;"13"
"982";1;0,567;2,07;14;"14"
"983";1;1,596;-0,593;14;"14"
"984";1;0,959;-1,592;14;"14"
"985";0;0,775;0,153;14;"14"
"986";0;-0,919;0,505;14;"14"
"987";1;-0,667;-0,441;14;"14"
"988";1;0,904;0,051;14;"14"
"989";1;1,39;-0,977;14;"14"
"990";1;1,845;0,537;14;"14"
"991";1;-0,765;-1,838;14;"14"
"992";1;0,512;-1,04;14;"14"
"993";0;-0,762;0,784;14;"14"
"994";1;0,538;-0,693;14;"14"
"995";1;0,542;-0,466;14;"14"
"996";1;-0,151;-0,249;14;"14"
"997";0;-1,488;0,374;14;"14"
"998";1;0,704;0,389;14;"14"
"999";1;2,46;1,427;14;"14"
"1000";0;-2,066;2,131;14;"14"
"1001";1;-1,468;-0,141;14;"14"
"1002";0;-0,721;1,21;14;"14"
"1003";1;-0,358;-0,833;14;"14"
"1004";1;-0,838;0,026;14;"14"
"1005";1;0,709;0,574;14;"14"
"1006";1;0,421;0,494;14;"14"
"1007";1;0,128;-1,543;14;"14"
"1008";1;0,211;-0,614;14;"14"
"1009";0;-1,414;1,264;14;"14"
"1010";1;1,693;-0,251;14;"14"
"1011";1;-1,804;-1;14;"14"
"1012";1;-0,772;-0,82;14;"14"
"1013";1;1,632;0,122;14;"14"
"1014";1;1,793;2,199;14;"14"
"1015";1;1,464;-1,468;14;"14"
"1016";1;0,937;-0,301;14;"14"
"1017";1;-0,822;-0,741;14;"14"
"1018";0;-0,151;0,47;14;"14"
"1019";1;1,062;-0,528;14;"14"
"1020";1;0,951;1,315;14;"14"
"1021";1;-0,534;0,316;14;"14"
"1022";1;-0,786;-0,804;14;"14"
"1023";0;-2,8;-0,27;14;"14"
"1024";1;-1,145;-1,156;14;"14"
"1025";1;1,324;0,447;14;"14"
"1026";1;-1,778;-0,16;14;"14"
"1027";1;-0,79;-1,294;14;"14"
"1028";1;0,138;0,839;14;"14"
"1029";0;0,343;-0,054;14;"14"
"1030";0;-0,562;0,706;14;"14"
"1031";1;0,413;-0,666;14;"14"
"1032";0;-0,273;1,031;14;"14"
"1033";0;-2,056;0,731;14;"14"
"1034";1;1,282;1,816;14;"14"
"1035";1;1,278;-0,878;14;"14"
"1036";1;-1,096;-0,677;14;"14"
"1037";1;0,591;-0,115;14;"14"
"1038";1;-0,596;-1,235;14;"14"
"1039";0;-1,304;1,006;14;"14"
"1040";1;-0,331;-2,117;14;"14"
"1041";1;0,688;-1,216;14;"14"
"1042";1;-0,706;-2,465;14;"14"
"1043";1;3,509;0,609;14;"14"
"1044";0;-0,418;0,769;14;"14"
"1045";1;-1,368;-0,661;14;"14"
"1046";1;1,133;-1,458;14;"14"
"1047";1;2,337;0,171;14;"14"
"1048";1;2,032;-0,219;14;"14"
"1049";1;0,435;0,012;14;"14"
"1050";1;1,792;-0,246;14;"14"
"1051";0;-0,016;2,404;14;"14"
"1052";1;-0,543;-1,972;14;"14"
"1053";0;-0,757;1,277;14;"14"
"1054";1;1,445;0,64;14;"14"
"1055";1;-0,618;-0,764;14;"14"
"1056";1;0,068;-0,443;14;"14"
"1057";1;-1,403;0,129;14;"14"
"1058";1;0,418;-0,443;14;"14"
"1059";0;-1,067;0,412;14;"14"
"1060";1;2,436;-1,164;14;"14"
"1061";1;0,933;-1,641;14;"14"
"1062";1;0,238;-0,304;14;"14"
"1063";1;0,142;0,561;14;"14"
"1064";1;-0,801;-1,08;14;"14"
"1065";1;0,825;-0,493;14;"14"
"1066";1;-0,203;-0,226;14;"14"
"1067";1;0,285;-1,064;14;"14"
"1068";1;0,318;0,11;14;"14"
"1069";1;0,793;1,081;14;"14"
"1070";1;0,683;-0,992;14;"14"
"1071";1;1,592;1,372;14;"14"
"1072";0;-0,718;0,52;14;"14"
"1073";1;0,572;-0,622;14;"14"
"1074";0;-0,327;-0,072;14;"14"
"1075";1;1,227;-0,949;14;"14"
"1076";1;0,924;0,202;14;"14"
"1077";1;0,21;0,588;14;"14"
"1078";0;-0,044;-0,415;15;"15"
"1079";0;1,091;-0,517;15;"15"
"1080";0;-0,803;0,842;15;"15"
"1081";1;0,247;1,325;15;"15"
"1082";0;-1,68;0,843;15;"15"
"1083";1;0,783;-0,447;15;"15"
"1084";0;-0,009;1,553;15;"15"
"1085";0;-0,479;-0,873;15;"15"
"1086";0;-0,51;0,004;15;"15"
"1087";0;-0,69;1,28;15;"15"
"1088";0;-0,857;-0,281;15;"15"
"1089";1;-0,828;-1,955;15;"15"
"1090";0;0,21;1,22;15;"15"
"1091";1;0,824;-0,591;15;"15"
"1092";1;1,103;-0,873;15;"15"
"1093";1;1,311;-0,659;15;"15"
"1094";0;0,801;0,043;15;"15"
"1095";1;0,936;-0,833;15;"15"
"1096";0;-0,229;0,961;15;"15"
"1097";1;-0,87;-0,587;15;"15"
"1098";1;0,284;-0,657;15;"15"
"1099";0;1,217;0,664;15;"15"
"1100";1;0,472;-1,36;15;"15"
"1101";0;-1,537;-0,6;15;"15"
"1102";0;-0,519;-0,198;15;"15"
"1103";0;0,025;0,793;15;"15"
"1104";0;1,184;-0,838;15;"15"
"1105";1;-0,411;-2,807;15;"15"
"1106";0;-2,369;-0,605;15;"15"
"1107";0;-0,909;0,18;15;"15"
"1108";1;2,084;2,327;15;"15"
"1109";1;0,099;-0,905;15;"15"
"1110";0;0,811;1,023;15;"15"
"1111";0;-0,161;-0,655;15;"15"
"1112";0;-0,441;0,28;15;"15"
"1113";0;-1,213;1,228;15;"15"
"1114";0;-1,485;1,257;15;"15"
"1115";0;0,487;0,17;15;"15"
"1116";0;0,462;0,15;15;"15"
"1117";0;0,284;1,28;15;"15"
"1118";0;0,938;1,389;15;"15"
"1119";0;-0,56;0,619;15;"15"
"1120";0;-1,366;0,118;15;"15"
"1121";0;-0,104;0,255;15;"15"
"1122";1;-0,209;-1,935;15;"15"
"1123";0;1,14;-0,389;15;"15"
"1124";0;0,154;-0,171;15;"15"
"1125";1;1,765;-1,098;15;"15"
"1126";0;-0,108;0,527;15;"15"
"1127";0;-0,827;0,547;15;"15"
"1128";0;1,248;0,273;15;"15"
"1129";1;0,794;0,396;15;"15"
"1130";1;-0,708;-1,405;15;"15"
"1131";0;0,546;-0,022;15;"15"
"1132";0;0,197;0,645;15;"15"
"1133";0;0,118;0,465;15;"15"
"1134";0;-0,392;-0,344;15;"15"
"1135";0;-0,914;0,467;15;"15"
"1136";1;0,302;-1,662;15;"15"
"1137";0;0,802;-0,338;15;"15"
"1138";0;-1,167;-1,345;15;"15"
"1139";0;0,767;-0,025;15;"15"
"1140";0;-1,087;2,258;15;"15"
"1141";1;-0,574;-0,397;15;"15"
"1142";0;0,9;-0,36;15;"15"
"1143";1;-0,764;-0,22;16;"16"
"1144";1;0,058;1,512;16;"16"
"1145";0;1,862;-1,988;16;"16"
"1146";1;-0,327;0,901;16;"16"
"1147";1;-0,015;0,149;16;"16"
"1148";1;0,677;0,972;16;"16"
"1149";1;-0,979;0,796;16;"16"
"1150";1;1,04;0,315;16;"16"
"1151";1;-0,377;0,217;16;"16"
"1152";1;-0,616;1,532;16;"16"
"1153";0;0,052;-0,434;16;"16"
"1154";1;0,267;0,049;16;"16"
"1155";0;-1,728;0,56;16;"16"
"1156";0;-0,004;-0,965;16;"16"
"1157";0;-0,934;-0,228;16;"16"
"1158";0;-1,273;-0,527;16;"16"
"1159";1;1,517;-0,19;16;"16"
"1160";1;-0,104;0,672;16;"16"
"1161";0;1,462;-0,812;16;"16"
"1162";1;-0,767;1,267;16;"16"
"1163";1;-2,294;1,268;16;"16"
"1164";0;-1,466;1,795;16;"16"
"1165";1;1,053;0,251;16;"16"
"1166";1;-1,503;0,697;16;"16"
"1167";1;0,905;0,797;16;"16"
"1168";1;2,068;0,354;16;"16"
"1169";1;-0,426;2,33;16;"16"
"1170";0;-1,296;0,065;16;"16"
"1171";1;0,624;0,661;16;"16"
"1172";0;-0,072;-0,61;16;"16"
"1173";0;0,606;0,065;16;"16"
"1174";1;0,189;1,475;16;"16"
"1175";0;-1,402;-0,594;16;"16"
"1176";1;-0,331;0,633;16;"16"
"1177";1;0,61;-0,276;16;"16"
"1178";0;0,83;-1,288;16;"16"
"1179";1;0,867;1,033;16;"16"
"1180";0;0,787;-0,954;16;"16"
"1181";1;0,159;3,349;16;"16"
"1182";1;-0,049;0,439;16;"16"
"1183";0;-0,147;-0,114;16;"16"
"1184";0;0,014;-1,798;16;"16"
"1185";0;-2,535;0,789;16;"16"
"1186";0;1,255;-0,471;16;"16"
"1187";0;0,409;-1,525;16;"16"
"1188";0;2,435;-1,239;16;"16"
"1189";0;2,708;-0,485;16;"16"
"1190";0;-1,113;1,024;16;"16"
"1191";0;0,007;0,058;16;"16"
"1192";1;0,945;0,181;16;"16"
"1193";0;0,591;-0,697;16;"16"
"1194";0;0,013;-0,821;16;"16"
"1195";0;-1,077;-0,232;16;"16"
"1196";0;-0,454;-1,137;16;"16"
"1197";1;-0,724;0,61;16;"16"
"1198";0;-0,89;0,397;16;"16"
"1199";0;0,592;-1,153;16;"16"
"1200";0;-0,25;-1,861;16;"16"
"1201";0;-0,749;-0,562;16;"16"
"1202";0;-0,217;-0,129;16;"16"
"1203";0;-2,233;0,467;16;"16"
"1204";0;-2,553;-0,463;16;"16"
"1205";0;-0,95;0,874;16;"16"
"1206";1;0,824;0,279;16;"16"
"1207";1;-0,108;1,981;16;"16"
"1208";0;0,793;-1,545;16;"16"
"1209";0;1,695;-1,292;16;"16"
"1210";0;-0,826;-0,335;16;"16"
"1211";0;-0,54;-0,417;16;"16"
"1212";1;-1,432;0,365;16;"16"
"1213";0;-0,858;0,198;16;"16"
"1214";0;0,999;-0,947;16;"16"
"1215";0;-1,581;0,102;16;"16"
"1216";0;-0,89;-0,783;16;"16"
"1217";0;0,05;-0,954;16;"16"
"1218";0;-0,102;0,388;16;"16"
"1219";1;0,857;0,788;16;"16"
"1220";1;0,257;-0,063;16;"16"
"1221";0;0,298;-1,377;16;"16"
"1222";0;1,764;-1,494;16;"16"
"1223";0;-0,377;0,308;16;"16"
"1224";0;0,377;-0,593;16;"16"
"1225";1;2,928;-0,572;17;"17"
"1226";1;0,643;0,816;17;"17"
"1227";0;-2,664;0,879;17;"17"
"1228";1;0,328;0,715;17;"17"
"1229";1;-0,192;0,08;17;"17"
"1230";1;0,888;-0,031;17;"17"
"1231";1;0,259;0,168;17;"17"
"1232";1;0,503;0,783;17;"17"
"1233";1;-0,059;0,459;17;"17"
"1234";1;-1,114;-1,624;17;"17"
"1235";1;0,207;-0,904;17;"17"
"1236";1;0,1;1,714;17;"17"
"1237";1;1,067;-0,585;17;"17"
"1238";1;0,436;-0,691;17;"17"
"1239";1;-1,272;0,218;17;"17"
"1240";1;-0,29;-1,004;17;"17"
"1241";1;-0,547;-1,045;17;"17"
"1242";0;-2,085;0,805;17;"17"
"1243";1;-1,604;0,001;17;"17"
"1244";1;-0,1;0,642;17;"17"
"1245";0;-1,107;-1,222;17;"17"
"1246";1;0,909;0,295;17;"17"
"1247";1;1,264;-0,725;17;"17"
"1248";1;-0,41;1,466;17;"17"
"1249";1;1,443;0,045;17;"17"
"1250";1;-0,532;1,144;17;"17"
"1251";1;2,26;-2,179;17;"17"
"1252";1;1,317;-0,702;17;"17"
"1253";1;0,106;0,314;17;"17"
"1254";1;0,297;0,402;17;"17"
"1255";1;-0,821;0,575;17;"17"
"1256";1;1,08;0,267;17;"17"
"1257";1;0,395;-0,021;17;"17"
"1258";1;-0,416;-0,907;17;"17"
"1259";1;-1,323;1,387;17;"17"
"1260";1;-0,56;0,119;17;"17"
"1261";1;-0,49;0,235;17;"17"
"1262";1;0,364;-0,852;17;"17"
"1263";1;-1,171;0,576;17;"17"
"1264";1;-1,094;1,224;17;"17"
"1265";1;-0,074;-1,143;17;"17"
"1266";1;-0,3;0,118;17;"17"
"1267";0;-1,865;2,117;17;"17"
"1268";1;-0,195;0,349;17;"17"
"1269";1;0,604;0,073;17;"17"
"1270";1;-1,426;-0,327;17;"17"
"1271";1;-0,732;0,054;17;"17"
"1272";1;1,252;1,339;17;"17"
"1273";1;-0,505;1,383;17;"17"
"1274";1;1,032;0,984;17;"17"
"1275";1;1,18;0,243;17;"17"
"1276";1;0,551;0,697;17;"17"
"1277";1;-1,363;-0,455;17;"17"
"1278";1;-0,117;-0,728;17;"17"
"1279";1;-0,961;-0,651;17;"17"
"1280";1;0,758;0,685;17;"17"
"1281";0;-0,025;1,493;17;"17"
"1282";1;1,105;-0,72;17;"17"
"1283";1;0,178;-1,124;17;"17"
"1284";1;-0,458;0,531;17;"17"
"1285";1;-1,094;-0,05;17;"17"
"1286";1;0,562;1,577;17;"17"
"1287";1;0,008;-1,382;17;"17"
"1288";1;1,054;-0,18;17;"17"
"1289";1;-0,853;0,251;17;"17"
"1290";1;0,459;-1,046;17;"17"
"1291";1;0,127;0,39;17;"17"
"1292";1;-1,732;-0,33;17;"17"
"1293";1;1,492;-1,311;17;"17"
"1294";1;0,03;-0,379;17;"17"
"1295";1;-0,497;0,451;17;"17"
"1296";1;-0,856;-0,423;17;"17"
"1297";0;0,71;0,848;17;"17"
"1298";1;-0,408;-1,043;17;"17"
"1299";1;1,14;-1,077;17;"17"
"1300";1;0,331;0,543;17;"17"
"1301";1;0,783;1,103;17;"17"
"1302";1;1,145;-0,709;17;"17"
"1303";1;0,684;-0,269;17;"17"
"1304";1;0,603;1,021;17;"17"
"1305";0;-0,473;1,734;17;"17"
"1306";1;-0,995;-0,077;17;"17"
"1307";1;1,121;-0,007;17;"17"
"1308";1;-0,114;1,465;18;"18"
"1309";0;-0,264;0,898;18;"18"
"1310";1;1,612;1,529;18;"18"
"1311";0;0,633;0,3;18;"18"
"1312";0;-0,407;0,781;18;"18"
"1313";0;0,074;-0,278;18;"18"
"1314";1;0,044;0,511;18;"18"
"1315";1;0,073;0,697;18;"18"
"1316";0;-0,19;0,383;18;"18"
"1317";0;-0,122;-1,611;18;"18"
"1318";0;-0,583;-1,114;18;"18"
"1319";0;0,294;-0,742;18;"18"
"1320";0;1,157;-0,628;18;"18"
"1321";0;-1,286;0,266;18;"18"
"1322";1;1,754;-0,298;18;"18"
"1323";1;0,119;-0,184;18;"18"
"1324";0;0,063;-0,644;18;"18"
"1325";0;-0,107;0,471;18;"18"
"1326";0;-0,423;0,074;18;"18"
"1327";1;-0,583;0,986;18;"18"
"1328";0;-0,88;-1,187;18;"18"
"1329";1;1,05;-0,004;18;"18"
"1330";1;1,147;0,879;18;"18"
"1331";1;-1,173;0,231;18;"18"
"1332";1;-0,317;-0,227;18;"18"
"1333";1;1,098;-0,314;18;"18"
"1334";0;-0,906;-0,145;18;"18"
"1335";0;-0,987;0,541;18;"18"
"1336";0;0,164;-0,273;18;"18"
"1337";0;0,741;-0,747;18;"18"
"1338";0;0,617;-0,228;18;"18"
"1339";0;-0,119;-0,382;18;"18"
"1340";0;-0,109;-0,49;18;"18"
"1341";0;-0,86;-0,259;18;"18"
"1342";1;-1,152;1,627;18;"18"
"1343";0;0,479;-0,927;18;"18"
"1344";1;-0,325;0,444;18;"18"
"1345";0;0,27;0,3;18;"18"
"1346";0;-0,205;-0,828;18;"18"
"1347";0;-1,667;-0,395;18;"18"
"1348";0;-1,191;1,613;18;"18"
"1349";1;-0,283;1,128;18;"18"
"1350";0;-1,194;0;18;"18"
"1351";0;0,36;-0,098;18;"18"
"1352";1;-0,415;-0,097;18;"18"
"1353";0;0,127;0,57;18;"18"
"1354";0;0,269;-0,593;18;"18"
"1355";0;0,472;-0,067;18;"18"
"1356";1;0,768;1,126;18;"18"
"1357";0;-0,803;0,361;18;"18"
"1358";0;-0,615;-0,964;18;"18"
"1359";1;0,351;1,005;18;"18"
"1360";0;0,14;-0,028;18;"18"
"1361";0;0,601;0,376;18;"18"
"1362";0;1,501;-0,55;18;"18"
"1363";0;0,055;-0,931;18;"18"
"1364";1;1,717;0,519;18;"18"
"1365";1;1,386;-0,604;18;"18"
"1366";0;-1,077;-1,208;18;"18"
"1367";0;0,463;-1,474;18;"18"
"1368";1;1,478;-0,017;18;"18"
"1369";1;-0,05;1,055;18;"18"
"1370";0;-0,593;-1,843;18;"18"
"1371";0;-0,773;0,9;18;"18"
"1372";1;0,387;0,697;18;"18"
"1373";1;1,171;1,622;18;"18"
"1374";0;0,778;-0,88;18;"18"
"1375";0;-0,627;0,004;18;"18"
"1376";0;-1,64;-0,346;18;"18"
"1377";0;0,647;-0,754;18;"18"
